Species	NH13	NH16	NH17	NH23	NH25	NH30	NH34	NH36	NH46	NH5	NH50	NH53	NH61	NH65	NH69	NH71	NH73	NH75	NH76	NH77	RH1	RH10	RH11	RH12	RH13	RH14	RH15	RH16	RH17	RH18	RH19	RH2	RH20	RH21	RH22	RH23	RH24	RH25	RH26	RH27	RH28	RH29	RH3	RH30	RH31	RH32	RH33	RH34	RH35	RH36	RH37	RH39	RH4	RH40	RH41	RH42	RH43	RH44	RH45	RH46	RH47	RH48	RH49	RH5	RH50	RH51	RH52	RH53	RH54	RH55	RH56	RH57	RH58	RH6	RH63	RH64	RH7	RH8	RH9	T1	T10	T101AF	T102AF	T103AF	T104AF	T11	T12	T13	T13AF	T14	T15	T15AF	T16	T17	T18	T19	T2	T20	T21	T22	T23	T24	T24AF	T25	T26	T26AF	T27	T27AF	T28	T29	T29AF	T3	T30	T31	T32	T33	T34	T34AF	T35	T36	T37	T37AF	T38	T38AF	T39	T3AF	T4	T40	T40AF	T41	T42	T42AF	T43AF	T43be	T44be	T45AF	T45be	T46be	T47be	T48be	T49AF	T49be	T4AF	T5	T50AF	T50be	T51be	T53be	T54be	T55be	T56AF	T56be	T57AF	T57be	T58AF	T58be	T59AF	T59be	T6	T60be	T61AF	T61be	T62be	T63be	T64be	T65AF	T65be	T66be	T67be	T68be	T69AF	T69be	T7	T70be	T71AF	T71be	T72be	T73be	T74AF	T75AF	T77AF	T77be	T78AF	T79AF	T8	T80be	T81be	T82be	T83be	T85be	T86be	T87be	T88be	T89be	T9	T90be	T91be	T92be	T93be	T94be	T95be	T96be	T97be	T98be	T99be
Firmicutes_bacterium_UBA1702	3.093	NA	1.987	NA	1.562	1.467	1.945	2.113	1.276	1.905	2.884	NA	1.152	2.194	1.436	1.324	1.58	4.202	1.048	1.739	1.979	NA	2.019	2.63	1.769	NA	1.138	1.374	1.228	1.458	3.518	3.035	1.604	NA	2.061	1.451	3.058	1.248	1.6	2.758	1.468	NA	3.467	NA	2.199	3.396	2.075	1.732	3.192	1.41	3.219	1.368	1.688	1.479	1.313	2.003	3.491	1.249	NA	2.095	NA	NA	3.14	1.033	2.326	2.852	1.706	1.481	NA	1.016	1.73	1.377	1.797	1.975	1.404	1.934	1.88	1.637	2.931	NA	2.035	3.328	1.597	1.649	2.939	1.334	NA	NA	1.483	1.287	2.925	2.962	2.627	NA	1.591	3.055	2.368	1.704	2.141	1.663	1.124	NA	1.147	1.531	1.839	1.345	1.204	1.865	1.672	1.157	2.158	1.767	NA	1.366	1.352	NA	3.6	2.222	1.243	1.153	1.004	2.043	2.175	2.228	NA	4.814	NA	2.428	2.223	1.352	2.213	1.77	2.924	1.662	NA	1.099	1.65	2.755	1.459	2.968	2.203	1.741	1.373	1.423	2.117	1.576	1.671	1.362	1.232	2.054	2.707	1.966	1.939	1.606	1.911	3.108	1.721	1.447	2.004	1.144	2.381	NA	2.323	1.873	2.054	1.245	1.209	1.468	3.413	2.271	1.761	2.376	1.599	3.531	NA	3.874	1.518	2.147	1.682	NA	1.17	1.956	NA	1.181	NA	2.03	1.983	1.759	1.699	4.483	2.946	1.588	2.799	3.016	NA	3.215	1.737	1.347	2.624	1.239	2.028	2.184	1.694	9.477	1.646
Flavonifractor_plautii	13.819	24.176	37.78	7.093	32.365	11.007	10.982	12.973	6.747	9.007	10.963	5.746	10.229	20.451	14.32	24.414	22.733	48.44	203.724	6.001	14.507	17.346	16.339	6.875	8.808	11.06	14.825	6.468	8.028	7.502	22.114	27.945	7.494	7.181	13.269	10.875	14.914	9.86	11.488	12.051	17.457	4.536	13.083	20.205	8.676	15.209	15.93	11.964	12.118	40.055	7.659	9.807	8.018	10.294	12.12	16.315	18.618	67.759	9.389	10.981	5.019	13.583	21.483	10.043	12.128	26.874	16.165	10.343	6.093	6.879	7.465	8.702	16.976	12.561	37.621	14.53	8.856	9.65	15.159	4.639	9.511	11	13.282	10.166	10.288	6.62	7.708	11.876	11.856	7.923	15.437	20.419	14.136	7.232	18	9.387	17.609	13.389	9.78	10.753	8.082	10.18	12.538	10.439	10.63	13.463	10.603	14.82	8.341	7.458	8.92	21.306	4.711	11.111	12.903	5.496	12.278	10.104	10.434	9.941	5.098	12.17	14.215	11.585	6.642	14.591	5.177	12.741	11.782	9.495	8.099	6.844	15.589	9.908	8.218	7.584	10.43	9.035	6.811	15.573	13.499	7.408	9.14	163.296	8.496	6.882	12.18	10.81	16.168	12.29	13.959	28.516	11.938	15.448	14.623	17.403	21.888	14.016	7.013	12.697	11.529	8.496	12.211	15.069	14.144	8.348	16.631	14.07	13.48	11.787	12.252	11.929	8.29	13.186	5.127	13.197	10.367	42.536	8.173	6.151	7.535	8.75	5.212	11.206	4.903	6.004	7.277	11.809	12.358	16.512	15.538	8.91	17.281	12.832	4.013	14.434	12.416	15.295	16.102	6.113	14.926	12.364	13.749	14.567	11.722
Flavonifractor_sp._An10	12.228	14.86	18.05	11.242	18.276	11.902	16.279	13.147	7.297	10.563	13.304	7.077	9.748	14.105	15.283	20.55	17.309	18.689	50.335	7.239	15.611	14.94	12.025	7.017	11.219	12.095	15.635	11.683	7.058	10.246	18.534	14.972	10.292	4.472	11.629	13.354	14.334	10.632	11.245	15.416	11.842	5.021	8.245	13.843	12.045	15.246	15.14	12.69	12.686	17.669	8.094	8.96	14.067	9.704	14.614	14.668	7.912	24.675	8.123	13.563	6.666	11.445	14.629	12.127	14.77	22.536	19.522	9.602	4.26	5.97	13.828	11.968	16.052	14.563	16.33	18.955	11.909	11.508	19.837	4.854	10.694	14.11	9.468	12.859	11.665	7.604	5.496	11.287	13.651	9.138	16.637	15.651	14.435	7.853	10.543	11.403	13.001	15.7	11.841	11.289	9.49	8.615	10.871	13.357	13.724	16.829	11.516	17.096	10.203	8.887	10.9	11.212	5.226	12.056	15.119	6.317	14.188	11.982	8.476	10.713	5.374	13.817	13.574	14.159	7.097	16.025	5.289	17.307	15.896	9.089	8.916	7.381	18.188	12.418	10.466	9.992	13.331	11.326	8.619	15.813	14.535	8.825	8.992	45.802	11.168	9.352	16.248	10.412	20.157	12.405	14.652	14.575	12.984	13.186	13.046	17.647	23.287	15.409	8.324	13.976	12.4	8.752	12.983	21.208	16.062	8.816	20.809	11.908	17.174	14.172	14.156	14.542	8.269	16.602	5.327	12.373	13.657	22.605	7.632	7.256	8.706	9.491	5.662	11.454	5.1	7.399	7.217	14.652	13.938	21.609	19.263	11.356	12.245	16.33	4.151	14.896	16.396	14.865	12.931	4.484	11.91	11.176	17.723	18.141	13.568
Flavonifractor_sp._An100	6.02	9.874	6.117	7.685	6.484	8.532	9.171	7.614	4.163	6.88	8.901	3.884	4.752	6.111	7.614	11.38	6.901	NA	9.072	3.84	10.277	7.286	5.936	4.275	7.628	8.386	10.241	5.645	4.154	5.679	11.094	5.672	5.972	2.098	7.644	9.071	10.003	9.029	6.725	8.803	4.729	2.695	2.246	6.146	5.843	8.773	8.887	6.581	8.14	NA	5.371	5.798	6.542	6.437	7.73	8.195	3.542	7.776	6.21	8.263	3.841	5.667	6.941	7.08	9.235	11.047	10.017	8.691	1.863	4.196	7.036	7.752	10.796	9.591	5.462	12.583	5.26	7.614	12.976	2.365	6.418	8.848	3.052	8.241	7.423	4.493	3.493	6.201	8.895	4.827	13.292	8.504	7.754	4.49	4.284	6.37	8.595	8.62	7.279	7.729	5.625	5.267	7.693	9.19	7.853	8.648	7.433	11.605	7.006	5.877	6.959	6.303	3.602	9.992	8.367	2.592	8.06	7.435	6.66	5.848	3.603	9.834	NA	10.712	4.326	10.261	3.187	10.085	8.378	4.49	6.242	4.252	9.038	6.316	6.79	6.08	7.55	6.33	5.3	11.353	7.625	4.994	5.32	7.058	6.159	5.101	9.333	6.713	14.516	6.325	9.013	5.807	7.962	6.777	6.907	9.572	16.602	12.172	5.377	6.49	8.321	5.719	10.716	11.885	8.313	4.846	12.406	6.246	10.346	9.066	13.652	10.133	4.226	12.669	3.471	10.767	8.709	7.99	3.706	4.581	5.755	6.449	3.407	10.295	3.248	4.712	3.586	8.818	10.696	13.142	11.14	7.048	6.045	9.714	1.873	10.065	9.541	9.07	7.06	2.326	6.639	8.859	9.024	10.146	11.106
Flavonifractor_sp._An135	NA	9.256	8.948	6.914	7.864	6.556	10.981	8.538	5.246	6.706	10.462	4.462	5.002	10.858	10.289	14.72	NA	NA	NA	5.935	9.696	9.189	7.233	4.365	7.87	NA	11.06	5.524	4.052	7.159	9.934	NA	5.482	2.291	7.308	9.925	9.394	6.619	6.049	10.335	6.911	2.769	3.685	7.504	7.29	NA	NA	7.353	7.443	NA	11.203	5.372	6.735	8.224	9.033	8.931	NA	NA	5.143	10.372	4.638	12.939	13.386	7.914	8.623	15.214	12.235	6.251	1.943	4.304	8.377	6.99	7.502	NA	5.79	13.666	8.038	17.862	12.512	2.691	7.143	NA	3.61	8.19	7.495	4.836	3.575	6.338	8.56	5.907	15.214	10.456	9.145	4.362	NA	8.174	7.513	10.204	7.906	6.844	5.862	5.12	8.512	8.131	9.801	12.324	7.188	9.562	6.335	5.308	6.831	NA	2.791	7.111	9.302	3.439	8.906	7.625	5.366	6.386	3.234	7.772	10.069	12.291	4.274	11.815	2.926	10.635	9.28	5.803	5.634	5.598	13.243	9.383	7.583	6.434	10.012	NA	5.723	11.83	7.707	5.422	6.143	NA	6.617	6.191	10.17	5.769	15.345	7.49	11.29	NA	8.152	9.387	6.819	11.073	NA	11.997	5.182	8.874	8.181	5.083	9.379	12.925	9.631	5.624	15.265	7.175	12	9.823	11.456	10.793	5.35	14.656	2.908	8.303	10.16	NA	4.548	4.693	5.503	5.93	2.645	9.802	2.981	3.585	4.34	9.185	9.507	12.408	12.028	7.378	7.221	10.86	2.183	15.935	11.854	7.12	8.851	2.035	8.256	8.47	11.523	13.79	7.961
Flavonifractor_sp._An306	11.585	11.276	NA	NA	NA	NA	NA	10.305	5.568	NA	NA	5.261	NA	11.496	11.796	16.968	15.547	15.467	29.777	NA	10.976	11.119	9.213	5.181	8.581	NA	NA	NA	5.067	NA	11.52	10.432	NA	NA	NA	11.234	11.254	8.044	7.802	NA	9.332	3.301	4.306	9.971	9.252	11.561	11.605	NA	NA	12.093	6.885	6.13	NA	NA	10.748	NA	5.895	14.955	5.568	13.915	NA	7.898	15.94	9.2	NA	16.472	15.434	8.331	2.569	NA	NA	NA	NA	10.879	8.952	NA	NA	NA	14.206	3.176	NA	NA	5.898	8.319	NA	NA	NA	NA	NA	7.171	NA	11.252	NA	4.77	6.769	NA	8.976	11.293	NA	NA	NA	NA	NA	10.255	11.179	NA	8.41	NA	7.608	6.199	NA	7.383	2.775	NA	10.933	NA	NA	7.705	NA	NA	3.512	NA	NA	NA	NA	11.529	NA	NA	NA	NA	NA	5.655	14.995	NA	9.71	NA	NA	NA	6.115	11.809	7.884	NA	NA	25.095	NA	6.879	12.33	NA	15.031	NA	NA	11.682	NA	NA	NA	12.696	17.986	11.301	NA	NA	NA	NA	9.791	NA	NA	NA	NA	NA	NA	11.185	11.525	NA	NA	NA	3.516	NA	NA	15.239	NA	5.391	NA	NA	3.537	8.057	3.677	4.442	4.53	10.391	NA	14.752	NA	7.785	NA	12.969	2.502	NA	NA	NA	NA	NA	8.797	NA	12.936	NA	10.305
Flavonifractor_sp._An4	7.818	8.56	NA	5.9	NA	6.532	9.073	6.515	4.702	5.93	7.736	3.913	4.245	7.45	7.973	10.887	9.181	12.322	NA	4.539	8.609	8.273	6.468	4.468	6.392	7.424	8.854	4.416	3.47	5.576	11.306	7.68	5.295	2.166	7.202	8.601	6.829	5.914	6.225	10.985	7.467	2.32	3.818	7.303	6.987	10.151	10.228	5.805	7.447	10.193	4.852	4.197	5.53	6.69	8.093	7.799	NA	NA	4.97	8.439	4.129	5.607	8.466	6.899	7.61	12.622	9.004	5.942	1.966	3.836	6.465	5.663	7.576	7.45	NA	10.153	6.653	5.938	10.915	2.828	6.853	8.391	3.937	7.112	7.555	3.965	2.791	6.06	7.922	4.692	10.512	9.474	7.749	4.329	NA	7.803	7.379	8.757	6.945	6.228	6.396	4.822	6.292	7.057	7.628	8.316	6.785	8.778	5.339	4.614	5.529	5.314	2.622	7.067	7.491	2.926	9.332	7.023	5.279	6.11	3.062	7.537	8.067	8.286	4.039	9.39	2.955	9.697	8.86	4.803	5.124	4.802	NA	NA	6.231	4.809	6.561	7.568	5.075	8.517	8.399	5.522	5.756	NA	6.521	5.891	8.401	5.606	11.758	5.974	7.502	NA	7.707	7.691	6.365	9.17	NA	9.823	4.681	8.124	7.651	5.129	7.577	9.706	8.516	4.893	12.367	6.539	11.007	7.087	9.141	9.154	5.535	NA	2.741	NA	7.884	11.488	4.451	3.949	5.374	5.766	2.68	7.204	2.821	3.236	4.181	8.804	8.61	12.434	11.909	6.584	6.001	11.128	2.425	7.798	8.296	7.7	7.343	2.192	7.359	7.314	8.266	11.089	6.274
Flavonifractor_sp._An52	11.617	11.298	15.056	8.377	10.954	11.149	13.611	11.088	7.38	9.266	11.548	6.106	9.005	10.806	11.865	16.447	13.192	15.941	30.309	8.769	11.165	10.462	10.101	10.804	13.717	10.183	15.02	6.62	6.011	8.169	15.198	10.972	8.877	3.27	12.602	13.516	13.092	8.874	11.512	22.477	12.341	5.048	4.7	12.023	10.17	16.107	15.4	10.43	12.616	13.233	10.329	17.422	10.326	10.077	12.834	13.279	9.523	22.123	7.094	13.7	6.211	7.357	17.759	11.425	14.211	20.293	12.751	9.197	3.349	6.187	13.435	8.587	17.846	12.011	8.954	15.526	14.104	11.409	15.41	4.039	9.657	16.529	8.449	10.283	13.221	6.878	4.464	10.346	13.622	8.648	14.119	12.907	12.795	6.518	8.336	10.428	12.516	13.313	12.922	14.079	8.966	7.493	11.267	11.564	17.498	24.496	10.425	12.772	9.19	7.412	9.738	7.466	4.487	14.361	11.427	3.891	13.14	11.389	9.57	10.652	5.135	11.789	12.068	14.728	6.5	14.219	4.729	14.297	14.256	8.188	10.679	11.115	13.824	10.106	16.326	8.236	10.771	13.857	8.002	15.216	11.205	8.522	8.824	24.402	9.693	8.74	14.148	11.303	15.997	9.793	16.922	9.996	14.433	13.645	10.371	14.823	24.688	15.148	7.272	14.128	14.977	10.236	10.49	17.935	13.859	8.307	24.802	9.599	16.406	12.235	15.454	13.742	8.352	17.801	4.579	14.069	11.849	16.823	8.457	5.653	NA	8.577	4.192	12.076	4.851	9.783	7.375	14.249	15.277	21.727	18.121	13.4	10.602	15.961	3.241	17.177	14.294	25.639	12.857	4.693	11.83	13.629	13.249	12.824	10.996
Flavonifractor_sp._An82	9.21	9.262	10.505	6.198	7.137	6.849	10.055	7.868	4.664	6.797	8.122	4.594	4.856	7.792	8.726	11.742	10.373	14.428	27.62	6.034	9.433	8.88	6.989	5.641	7.796	7.294	10.465	5.964	4.199	6.209	10.089	9.021	5.853	2.41	7.661	9.825	8.784	6.356	6.834	13.232	7.576	2.514	3.339	8.518	7.462	10.738	10.87	7.303	8.171	11.575	6.695	5.68	6.438	6.677	8.789	8.682	5.895	15.777	5.242	11.917	4.521	6.457	13.826	7.71	9.675	15.536	10.45	6.893	2.297	4.442	9.067	7.412	10.32	9.006	7.78	10.199	9.664	6.556	12.094	2.585	6.315	9.697	4.77	7.214	8.335	4.782	3.297	6.247	8.95	5.517	11.531	9.981	8.742	4.135	5.977	7.336	7.562	9.322	6.679	7.388	6.187	5.631	7.785	8.287	9.253	11.247	6.639	9.305	5.608	4.741	6.103	5.913	2.753	9.096	7.362	2.802	9.164	7.069	5.688	6.889	3.266	8.186	8.437	8.784	4.345	9.003	3.203	10.263	9.866	5.145	6.873	8.272	10.506	7.278	8.062	5.198	7.149	9.433	5.264	9.555	7.733	5.459	6.077	22.984	7.598	6.739	10.008	7.43	13.883	7.116	10.098	8.178	9.888	9.042	6.616	10.344	15.428	9.218	5.31	10.385	7.703	5.247	7.276	12.102	8.862	5.869	13.879	5.829	10.698	8.299	10.421	10.024	5.35	12.043	2.928	7.902	8.119	13.233	4.292	4.152	6.212	6.334	3.099	7.401	3.217	6.478	3.999	9.396	10.357	13.944	13.21	6.956	7.577	11.672	2.248	8.762	8.88	8.623	7.858	2.673	8.105	8.685	8.984	10.314	7.876
Flavonifractor_sp._An9	13.757	12.966	12.9	11.352	12.397	10.169	15.32	10.626	6.494	9.811	12.528	5.771	6.962	12.387	12.626	19.07	13.557	17.03	NA	10.374	13.741	11.982	10.102	7.926	11.571	12.713	15.958	9.605	5.556	8.894	15.49	11.827	9.483	3.375	9.571	13.761	14.54	10.075	8.939	18.146	11.314	3.375	6.015	12.898	11.774	15.642	14.475	10.284	11.394	15.853	9.338	11.49	12.488	10.993	14.938	14.637	8.103	NA	7.726	17.958	7.071	11.74	19.93	10.747	13.263	22.989	16.113	10.423	2.955	6.653	15.975	11.888	18.734	13.93	11.292	18.439	13.131	15.666	19.111	3.653	8.739	12.563	7.381	10.646	11.324	6.67	5.359	8.639	13.23	7.643	21.14	15.043	11.735	6.108	8.719	10.884	10.324	12.978	10.129	10.166	8.456	7.452	11.866	12.319	14.53	17.545	9.285	13.047	8.694	7.123	9.309	9.145	3.807	12.767	10.971	4.122	11.698	10.379	7.5	10.179	4.351	10.714	13.388	15.282	5.944	15.634	4.037	13.148	13.596	7.68	9.525	11.128	14.584	10.636	10.676	8.984	12.262	11.953	7.317	17.93	9.865	7.062	8.115	NA	10.137	9.072	13.164	11.009	22.692	9.693	15.313	9.472	12.927	12.383	10.233	14.8	NA	18.228	6.982	12.682	11.378	7.187	12.952	18.53	12.772	7.616	18.874	10.39	15.893	14.124	17.47	NA	7.717	19.683	4.23	12.145	14.024	NA	7.92	5.472	7.61	8.114	4.637	13.347	4.361	7.866	6.327	13.663	14.499	17.362	17.621	10.367	11.008	NA	3.043	18.24	15.35	10.797	10.496	3.76	12.195	13.867	14.565	18.09	10.454
Flavonifractor_sp._An91	11.439	13.752	NA	12.845	NA	10.453	NA	10.612	6.127	8.967	12.995	5.324	8.218	14.494	13.889	16.104	15.467	NA	26.999	7.967	NA	NA	NA	6.78	10.711	9.269	13.326	NA	NA	NA	13.891	NA	10.168	NA	9.127	12.299	12.401	11.376	8.259	16.67	8.169	3.148	NA	NA	11.993	NA	13.103	9.163	12.777	15.106	7.574	11.183	14.625	9.354	16.023	14.912	NA	NA	6.654	14.102	8.202	16.997	13.681	10.446	10.69	NA	16.72	NA	NA	4.732	15.36	11.002	17.105	13.852	NA	17.985	11.2	19.153	19.733	4.01	8.825	11.588	NA	10.289	10.595	5.981	3.89	8.825	11.733	6.968	NA	NA	NA	6.191	6.997	12.187	10.007	12.893	11.816	9.341	8.559	6.314	8.201	12.845	12.314	11.827	10.2	14.514	8.661	7.154	NA	NA	3.33	NA	12.232	NA	10.604	9.189	7.809	10.261	4.555	NA	11.924	13.575	5.811	15.321	3.481	NA	12.643	8.431	7.752	6.552	NA	11.852	7.688	7.219	9.978	10.781	6.8	14.992	9.505	7.301	NA	NA	9.441	8.587	12.028	9.211	16.596	9.332	10.55	NA	10.538	11.013	10.466	13.32	21.699	16.43	6.883	12.147	10.907	6.5	13.948	NA	12.351	7.17	NA	8.881	15.768	11.778	13.198	NA	8.846	16.204	4.752	17.627	12.717	NA	7.135	4.88	7.099	7.794	4.797	9.96	4.59	4.895	6.218	12.749	12.634	NA	16.68	10.704	9.447	15.717	3.062	16.621	15.467	10.567	10.268	3.902	11.558	12.066	13.886	17.538	8.826
Flavonifractor_sp._An92	9.337	11.696	11.346	8.948	12.145	9	12.95	9.292	6.58	7.461	NA	5.477	6.739	NA	11.827	15.638	13.538	NA	NA	6.551	10.457	10.547	8.962	5.321	9.464	10.404	13.446	6.179	6.006	NA	NA	9.511	6.803	2.675	8.831	12.376	10.66	8.538	7.962	NA	7.393	3.316	NA	10.184	9.398	12.896	13.652	8.854	9.524	NA	6.32	9.54	8.204	9.839	12.027	NA	NA	9.31	5.977	10.633	6.412	9.365	10.333	9.601	10.213	NA	NA	8.717	2.344	5.824	9.1	9.763	9.933	10.195	6.498	15.842	8.804	12.464	14.814	3.989	8.673	10.662	4.822	9.012	8.73	5.381	5.38	8.327	9.776	7.322	16.39	12.687	NA	6.295	NA	10.511	9.403	NA	9.129	8.052	7.161	5.966	9.183	10.77	11.222	13.901	8.592	11.847	7.553	6.232	7.463	NA	3.461	7.754	11.904	3.901	9.693	9.068	6.457	7.757	4.239	9.937	11.468	13.693	5.22	15.606	NA	NA	10.931	6.169	7.661	5.875	NA	10.567	9.21	6.79	9.477	9.498	6.508	14.539	8.765	NA	NA	NA	7.571	6.954	11.799	5.938	20.486	9.425	13.303	NA	9.003	9.888	10.397	13.257	NA	14.468	6.159	10.643	10.219	6.71	12.167	14.568	12.637	7.647	20.827	8.152	14.933	12.475	15.341	NA	7.391	16.318	3.558	12.052	11.219	10.667	5.547	5.726	6.588	7.193	3.743	10.502	3.888	4.368	6.946	10.378	9.592	15.598	14.363	8.195	9.407	NA	2.515	14.957	14.511	8.529	11.547	2.902	9.128	9.274	10.662	18.235	9.238
Fournierella_massiliensis	26.102	33.409	31.125	28.853	22.642	31.433	31.932	27.951	19.075	22.936	31.135	15.049	21.827	24.303	30.305	43.362	34.343	22.57	13.546	22.05	25.459	26.14	23.111	22.524	29.333	28.166	40.94	19.318	15.247	19.289	40.953	21.275	22.787	8.015	37.175	37.229	35.184	27.418	27.659	45.152	22.458	11.502	11.646	27.882	20.54	40.983	41.435	24.763	34.174	20.837	25.677	36.565	23.511	31.974	43.398	29.293	15.324	23.444	24.552	42.156	20.095	24.656	34.565	28.863	34.298	44.987	34.768	24.287	7.301	16.83	37.799	28.189	33.187	28.704	13.576	53.634	28.901	37.416	51.349	10.153	28.03	31.022	14.483	30.628	37.923	21.866	10.161	28.805	37.934	21.764	51.31	33.411	30.983	21.116	17.419	25.512	31.227	28.779	29.936	33.76	24.194	21.675	34.964	36.727	42.059	58.407	30.258	NA	28.465	22.388	25.975	16.369	11.999	34.066	37.287	10.229	30.688	28.648	26.807	31.612	14.346	32.698	29.811	44.056	15.988	37.935	10.85	30.495	31.224	21.14	22.833	19.649	36.562	28.047	39.043	25.806	34.814	28.691	23.783	42.627	27.369	23.782	21.237	9.376	22.248	18.564	NA	24.14	63.543	27.589	35.779	15.984	35.414	31.635	19.974	39.947	72.956	42.488	18.129	42.796	39.137	28.86	38.823	56.474	37.695	19.189	71.322	26.282	54.459	42.534	56.54	43.046	21.693	56.559	12.77	39.486	35.804	27.202	16.41	20.131	21.252	24.846	11.543	37.821	13.966	16.338	21.996	50.601	45.455	53.644	36.629	38.062	28.66	36.894	9.306	52.034	50.99	58.872	40.802	10.667	28.81	37.126	48.021	48.681	34.842
Fusicatenibacter_saccharivorans	56.639	14.616	38.552	39.321	29.659	104.131	31.379	36.743	40.238	75.589	55.766	48.57	72.742	51.941	39.171	88.26	68.548	28.936	13.64	45.237	35.445	36.459	53.746	166.502	37.729	43.425	64.707	54.17	35.569	37.995	294.615	53.311	83.297	23.405	67.867	50.657	130.677	48.981	78.448	122.706	142.258	28.18	41.892	125.208	39.336	121.004	45.354	132.393	50.338	141.23	71.41	158.929	40.886	131.582	58.279	88.197	60.846	83.63	52.831	58.156	22.325	21.142	36.582	36.96	113.604	313.109	44.264	61.105	10.845	85.41	223.468	95.234	409.298	54.977	184.291	156.266	111.161	62.845	180.898	13.568	44.72	33.063	51.059	35.36	52.126	23.617	19.931	25.127	72.075	29.832	114.176	136.269	53.603	32.132	61.557	36.075	58.236	36.338	56.252	67.883	38.671	36.544	47.914	54.308	71.829	78.893	42.271	51.063	37.689	27.18	52.282	21.616	38.553	74.275	55.105	25.149	54.536	33.008	35.24	48.746	20.181	51.599	33.367	55.934	19.509	140.145	18.714	48.668	46.876	26.369	50.117	119.772	56.967	50.195	53.241	28.51	42.919	30.642	34.915	62.595	33.268	26.176	34.939	16.275	36.634	32.951	59.487	71.945	58.329	35.84	90.666	38.593	49.838	47.378	39.689	61.814	61.388	50.523	26.376	42.616	68.143	31.159	74.507	63.82	70.671	30.17	53.468	50.944	63.081	61.021	89.38	76.084	21.425	91.779	21.441	35.611	51.116	63.326	37.138	12.774	30.688	57.563	31.049	55.339	20.236	75.157	60.847	80.032	78.79	50.981	45.42	60.8	48.574	49.807	25.183	70.384	52.12	77.305	82.846	26.421	103.438	66.701	59.495	59.288	51.124
Fusicatenibacter_sp._2789STDY5834925	11.197	3.788	4.928	4.112	6.67	10.874	5.425	9.899	5.675	10.276	7.809	4.237	4.56	11.495	7.595	12.09	10.662	9.494	2.867	8.171	16.895	6.725	6.866	8.461	4.829	8.168	12.023	11.646	5.897	6.5	13.277	8.39	7.722	1.625	6.34	6.052	12.09	6.335	7.702	14.838	14.066	4.283	6.538	7.578	5.53	10.918	5.863	10.801	7.131	4.05	6.328	11.55	6.492	4.127	8.565	8.429	12.98	11.208	2.514	6.394	3.659	5.033	7.395	3.838	9.392	30.917	12.08	5.133	1.924	5.64	5.061	12.547	17.465	7.489	6.737	9.882	12.646	9.853	10.874	2.751	6.244	4.435	9.151	6.015	9.199	4.714	4.316	3.542	11.946	5.403	15.869	12.993	10.083	3.623	7.01	7.108	6.548	7.986	6.045	8.592	5.683	6.372	10.133	6.04	10.134	13.507	6.25	8.484	5.857	4.69	8.366	6.054	3.815	8.941	8.837	7.259	9.179	6.852	5.929	5.365	3.351	13.284	6.812	10.082	2.962	11.291	3.383	5.525	5.293	4.259	7.102	16.198	16.695	9.394	6.31	4.613	6.868	5.783	5.613	7.813	4.829	4.176	5.787	6.543	5.866	3.403	7.892	10.638	8.6	7.086	20.553	13.757	11.824	6.256	10.369	9.136	7.993	7.512	4.342	7.452	6.498	3.324	10.715	10.876	11.631	5.495	9.822	8.838	7.984	12.554	11.726	10.855	2.807	15.395	3.916	6.141	6.896	9.301	7.214	3.576	3.502	4.553	2.954	7.913	2.749	8.477	10.194	8.329	6.062	5.272	7.691	7.857	6.817	8.991	2.561	12.681	9.381	5.158	14.607	4.783	14.099	10.818	7.848	12.728	9.343
Gabonia_massiliensis	NA	8.333	NA	NA	5.643	2.498	2.451	2.908	2.298	1.851	NA	NA	3.874	4.007	1.847	3.325	5.035	NA	4.222	2.229	3.475	6.554	4.381	NA	2.453	7.906	3.355	5.285	3.878	2.745	3.076	NA	2.64	NA	NA	2.81	NA	1.939	5.365	NA	NA	7.06	NA	3.224	NA	3.981	2.13	5.638	NA	3.067	3.339	NA	5.681	3.401	1.757	1.838	NA	NA	1.847	NA	NA	2.995	NA	2.267	NA	3.778	2.159	3.026	4.991	2.21	NA	NA	NA	4.696	18.336	NA	2.407	4.155	NA	5.065	4.674	NA	NA	NA	NA	5.132	7.627	6.674	NA	6.592	4.133	NA	6.267	4.544	5.899	2.51	5.579	6.363	NA	NA	4.188	8.555	NA	NA	2.169	NA	2.096	NA	3.41	5.731	3.115	10.871	7.278	3.154	NA	14.115	NA	3.252	3.749	NA	5.153	NA	6.129	NA	6.454	3.716	8.023	NA	NA	7.188	2.567	NA	2.806	2.761	NA	3.613	3.687	NA	2.168	2.125	NA	4.109	3.544	4.763	2.992	NA	NA	3.912	NA	3.07	NA	4.592	NA	NA	4.25	5	NA	5.962	5.079	NA	NA	4.072	NA	NA	3.458	5.094	NA	2.748	NA	NA	1.94	2.757	4.515	NA	7.168	2.672	NA	3.811	3.792	4.977	2.948	2.77	14.402	NA	7.619	NA	NA	NA	NA	NA	2.418	NA	3.166	NA	2.973	NA	2.14	2.435	NA	3.892	NA	NA	NA	NA	NA
